unit_id,cycle,timestamp,op_regime,op_setpoint_flow,ambient_temp_c,vibration_rms_mms,bearing_temp_c,casing_temp_c,motor_current_a,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3h,motor_winding_temp_c,power_kw,oil_particle_count,coolant_flow_lpm,ambient_humidity_pct,pump_speed_rpm,gearbox_temp_c
PUMP_016,103,2025-01-24 06:00:00,1,113.41,21.64,2.194,59.69,51.49,44.59,8.587,1.177,105.76,75.51,28.01,,11.983,39.3,2955.5,40.63
PUMP_016,104,2025-01-24 07:00:00,1,114.01,21.31,1.749,57.93,49.75,44.99,8.64,1.173,106.72,71.73,27.78,,12.019,36.9,2954.9,39.99
PUMP_016,105,2025-01-24 08:00:00,1,118.53,21.57,2.152,57.41,52.42,45.96,8.474,1.154,105.01,73.96,28.46,,11.981,77.4,2951.5,39.88
PUMP_016,106,2025-01-24 09:00:00,1,114.04,21.52,2.157,57.77,49.03,43.73,8.448,1.216,105.5,75.25,28.2,,12.016,50.4,2954.0,39.79
PUMP_016,107,2025-01-24 10:00:00,1,118.1,21.55,2.381,58.43,53.82,45.11,8.604,1.162,108.93,74.47,27.76,,11.986,63.7,2951.3,39.16
PUMP_016,108,2025-01-24 11:00:00,0,84.25,21.63,2.073,51.99,46.26,38.71,9.033,1.252,74.59,69.34,24.22,,11.991,36.3,2957.9,38.85
PUMP_016,109,2025-01-24 12:00:00,0,84.43,21.54,2.17,52.34,48.14,39.3,8.971,1.258,78.24,67.28,25.21,,11.999,67.8,2954.3,38.43
PUMP_016,110,2025-01-24 13:00:00,0,85.14,21.77,1.692,53.28,47.14,38.78,8.847,1.331,79.23,66.62,23.87,49.3,11.978,50.1,2954.8,38.29
PUMP_016,111,2025-01-24 14:00:00,0,84.68,21.93,1.821,52.2,47.95,38.28,9.189,1.21,78.61,62.45,23.91,,11.985,60.0,2953.5,38.55
PUMP_016,112,2025-01-24 15:00:00,0,83.31,22.06,2.344,51.67,46.8,39.73,8.86,1.221,78.35,67.5,24.73,,11.975,37.1,2951.5,38.61
PUMP_016,113,2025-01-24 16:00:00,0,84.97,21.68,2.056,52.21,46.46,41.9,8.869,1.197,78.66,67.9,25.71,,12.01,39.6,2956.8,38.59
PUMP_016,114,2025-01-24 17:00:00,0,82.35,21.6,2.34,53.42,46.31,39.35,9.045,1.179,73.19,68.96,24.82,,12.0,70.4,2956.3,37.86
PUMP_016,115,2025-01-24 18:00:00,0,85.66,21.57,2.101,54.13,48.37,38.83,9.022,1.209,77.58,65.53,23.74,,12.0,58.8,2957.3,37.85
PUMP_016,116,2025-01-24 19:00:00,0,85.4,22.0,2.191,51.31,48.07,38.86,8.906,1.194,77.87,66.97,24.51,,11.999,68.4,2950.6,37.42
PUMP_016,117,2025-01-24 20:00:00,0,86.31,21.65,2.285,52.74,49.29,40.39,8.688,1.177,80.46,64.24,25.31,,12.0,41.9,2958.3,36.73
PUMP_016,118,2025-01-24 21:00:00,0,84.11,21.49,2.022,52.94,47.33,38.8,8.81,1.233,75.48,64.27,24.53,,11.993,49.1,2954.7,37.08
PUMP_016,119,2025-01-24 22:00:00,0,86.33,21.76,2.003,51.23,46.22,40.79,8.854,1.181,76.89,68.17,25.31,,12.014,71.6,2956.9,36.55
PUMP_016,120,2025-01-24 23:00:00,0,85.78,21.52,2.008,53.64,48.61,38.19,9.03,1.245,74.66,69.61,23.95,58.5,11.974,60.2,2948.4,36.59
PUMP_016,121,2025-01-25 00:00:00,0,85.23,21.36,2.167,52.94,48.42,39.87,9.15,1.256,78.11,69.75,25.23,,11.978,63.8,2956.0,36.39
PUMP_016,122,2025-01-25 01:00:00,0,88.56,21.78,2.339,51.89,47.72,40.34,8.679,1.187,80.1,68.27,24.54,,12.02,43.9,2954.8,36.01
PUMP_016,123,2025-01-25 02:00:00,0,85.85,21.87,2.103,52.51,47.48,40.47,8.858,1.277,75.75,71.24,24.7,,12.004,58.9,2954.4,36.5
PUMP_016,124,2025-01-25 03:00:00,0,84.17,22.08,2.502,53.85,48.46,40.44,8.631,1.236,76.71,66.93,25.4,,11.97,66.6,2954.8,36.26
PUMP_016,125,2025-01-25 04:00:00,0,87.77,22.27,2.66,54.45,48.96,40.1,8.71,1.217,78.24,69.34,25.29,,12.005,42.4,2953.5,36.05
PUMP_016,126,2025-01-25 05:00:00,0,85.92,22.29,2.012,53.65,45.25,40.94,8.603,1.148,74.84,65.43,25.53,,11.976,47.9,2951.5,35.75
PUMP_016,127,2025-01-25 06:00:00,0,88.2,22.32,2.539,55.71,49.61,39.05,8.922,1.15,81.15,62.23,24.69,,12.02,35.4,2951.8,35.82
PUMP_016,128,2025-01-25 07:00:00,0,81.66,22.54,2.247,54.71,50.74,39.41,8.726,1.28,69.49,67.1,24.39,,12.014,76.4,2955.1,35.76
PUMP_016,129,2025-01-25 08:00:00,0,84.46,22.33,2.356,54.01,51.19,39.67,8.722,1.27,75.57,67.84,25.2,,12.031,73.5,2958.3,35.48
PUMP_016,130,2025-01-25 09:00:00,0,84.46,22.76,2.237,52.4,49.83,41.41,8.679,1.28,75.08,68.56,25.73,64.2,11.996,39.0,2957.8,35.11
PUMP_016,131,2025-01-25 10:00:00,0,81.6,22.63,2.586,54.82,49.77,40.53,8.711,1.29,69.85,67.9,24.91,,11.982,70.8,2955.6,35.09
PUMP_016,132,2025-01-25 11:00:00,0,85.3,22.88,2.378,52.38,46.26,40.77,8.704,1.27,76.38,68.97,25.94,,11.992,58.5,2953.8,34.83
PUMP_016,133,2025-01-25 12:00:00,0,84.33,23.01,2.214,54.37,48.52,40.04,8.55,1.223,73.75,71.54,25.26,,11.992,76.5,2960.2,35.52
PUMP_016,134,2025-01-25 13:00:00,0,81.4,22.87,2.207,50.26,45.52,40.99,8.408,1.236,74.71,69.83,25.32,,12.006,56.9,2956.7,35.31
PUMP_016,135,2025-01-25 14:00:00,0,83.62,22.99,2.022,52.82,46.22,38.9,8.443,1.185,75.62,67.22,24.06,,11.973,43.9,2956.5,35.44
PUMP_016,136,2025-01-25 15:00:00,0,87.5,23.03,2.19,51.67,46.18,39.98,8.394,1.221,77.91,64.17,25.13,,12.0,71.8,2951.7,35.41
PUMP_016,137,2025-01-25 16:00:00,0,86.64,22.58,2.649,53.15,47.45,40.2,8.617,1.241,72.67,66.85,24.62,,11.985,75.3,2955.6,35.29
PUMP_016,138,2025-01-25 17:00:00,0,83.72,22.56,2.625,51.55,45.42,40.01,8.473,1.241,72.93,71.3,25.04,,11.992,57.8,2951.9,35.65
PUMP_016,139,2025-01-25 18:00:00,0,83.67,22.25,2.206,53.62,50.25,40.2,8.694,1.204,72.66,68.07,24.95,,12.021,52.5,2960.2,35.88
PUMP_016,140,2025-01-25 19:00:00,0,86.55,22.38,2.102,54.22,50.16,41.03,8.585,1.127,78.22,70.3,25.61,52.8,12.015,68.3,2952.9,36.11
PUMP_016,141,2025-01-25 20:00:00,0,81.46,22.34,2.626,52.8,48.25,40.8,8.303,1.147,71.68,70.33,24.58,,12.011,38.6,2953.5,36.33
PUMP_016,142,2025-01-25 21:00:00,0,86.07,22.56,2.507,53.26,49.19,41.71,8.475,1.226,76.13,69.18,25.58,,12.01,71.2,2953.4,35.68
PUMP_016,143,2025-01-25 22:00:00,0,81.7,22.39,1.917,54.0,49.56,38.81,8.239,1.186,73.05,69.22,24.28,,11.996,72.0,2954.1,35.86
PUMP_016,144,2025-01-25 23:00:00,2,150.96,22.06,3.843,62.68,53.64,55.08,7.453,1.172,139.02,83.29,34.52,,11.999,47.7,2956.7,35.76
PUMP_016,145,2025-01-26 00:00:00,2,149.19,21.79,3.138,64.53,58.64,53.21,7.525,1.096,136.98,88.6,32.91,,11.976,35.5,2955.0,35.56
PUMP_016,146,2025-01-26 01:00:00,2,144.68,22.3,3.573,61.92,53.1,55.03,7.452,1.198,131.18,82.97,34.36,,11.981,35.4,2955.1,36.94
PUMP_016,147,2025-01-26 02:00:00,2,147.32,23.06,3.203,63.54,52.8,53.53,7.807,1.105,132.24,86.82,32.56,,12.002,77.1,2956.8,36.35
PUMP_016,148,2025-01-26 03:00:00,2,148.57,23.56,2.912,63.22,55.33,54.29,7.645,1.201,134.44,86.41,33.44,,11.983,68.6,2951.2,36.31
PUMP_016,149,2025-01-26 04:00:00,2,144.42,23.17,3.233,60.85,54.4,53.04,7.491,1.079,129.68,86.13,32.97,,12.01,50.4,2956.9,36.25
PUMP_016,150,2025-01-26 05:00:00,2,147.92,22.83,2.83,63.06,54.54,52.97,7.705,1.164,134.17,84.92,32.79,59.5,11.999,73.2,2955.3,36.21
PUMP_016,151,2025-01-26 06:00:00,2,148.87,22.56,3.178,62.87,56.74,54.65,7.378,1.102,132.78,82.58,34.14,,11.996,73.4,2953.2,35.81
PUMP_016,152,2025-01-26 07:00:00,2,144.28,22.75,2.951,62.38,54.82,51.78,7.447,1.138,130.71,83.29,31.98,,11.991,74.1,2955.3,35.9
PUMP_016,153,2025-01-26 08:00:00,2,149.34,23.28,3.185,65.37,55.26,53.14,7.587,1.18,133.98,84.08,32.82,,12.007,56.6,2955.3,35.45
PUMP_016,154,2025-01-26 09:00:00,2,147.78,23.51,3.311,64.77,55.21,54.99,7.316,1.172,132.93,86.26,34.3,,12.01,70.3,2948.4,35.56
PUMP_016,155,2025-01-26 10:00:00,2,149.65,23.56,3.336,62.14,54.62,53.98,7.535,1.102,132.05,87.31,33.21,,11.987,36.6,2958.4,35.62
PUMP_016,156,2025-01-26 11:00:00,2,147.58,23.32,2.911,64.0,55.72,53.62,7.469,1.11,131.46,86.39,32.85,,11.992,41.9,2958.0,35.53
PUMP_016,157,2025-01-26 12:00:00,2,146.1,23.25,3.129,64.18,57.54,55.85,7.492,1.07,131.1,86.42,34.75,,11.997,62.2,2951.7,35.5
PUMP_016,158,2025-01-26 13:00:00,2,145.92,23.27,2.81,63.44,56.49,56.22,7.634,1.06,129.8,87.95,34.41,,12.005,39.5,2953.1,36.13
PUMP_016,159,2025-01-26 14:00:00,2,147.44,23.5,3.473,61.86,51.86,54.6,7.443,1.098,127.64,82.43,34.37,,12.005,36.9,2958.4,36.36
PUMP_016,160,2025-01-26 15:00:00,2,147.66,23.37,3.383,62.09,54.11,55.81,7.385,1.096,129.51,82.35,33.81,94.2,11.998,39.7,2956.7,36.43
PUMP_016,161,2025-01-26 16:00:00,2,149.92,23.47,3.052,64.06,53.77,56.09,7.158,1.069,134.02,83.66,34.59,,12.011,54.5,2956.0,36.6
PUMP_016,162,2025-01-26 17:00:00,2,147.5,23.54,3.712,64.07,57.83,54.77,7.363,1.12,133.48,88.24,34.56,,11.998,56.0,2956.1,36.62
PUMP_016,163,2025-01-26 18:00:00,2,145.19,23.57,3.492,63.08,53.54,54.39,7.257,1.126,128.4,83.09,34.47,,11.979,74.8,2955.9,36.84
PUMP_016,164,2025-01-26 19:00:00,2,147.18,23.47,3.364,65.2,56.68,55.0,7.287,1.125,129.73,86.82,34.01,,12.02,53.1,2952.3,36.6
PUMP_016,165,2025-01-26 20:00:00,0,82.26,23.5,2.587,56.48,49.66,40.67,8.125,1.153,71.04,70.33,25.75,,12.015,57.1,2953.6,37.48
PUMP_016,166,2025-01-26 21:00:00,0,85.63,23.47,2.561,56.5,47.76,42.56,8.233,1.161,72.41,72.38,26.77,,11.979,70.1,2957.5,37.55
PUMP_016,167,2025-01-26 22:00:00,0,86.04,23.28,2.538,56.55,48.88,41.82,8.023,1.17,73.84,71.98,25.81,,12.003,70.0,2956.6,38.69
PUMP_016,168,2025-01-26 23:00:00,0,86.35,23.5,3.044,54.64,49.14,42.23,8.163,1.214,72.33,72.82,26.45,,12.02,49.0,2955.7,39.57
PUMP_016,169,2025-01-27 00:00:00,0,84.46,23.89,2.835,52.97,49.28,42.29,7.982,1.153,70.23,71.79,25.95,,11.995,66.2,2953.4,39.37
PUMP_016,170,2025-01-27 01:00:00,0,83.74,23.93,2.52,54.33,50.11,41.56,7.866,1.112,71.39,73.92,25.23,130.6,12.012,73.1,2957.5,39.47
PUMP_016,171,2025-01-27 02:00:00,0,84.08,23.92,3.122,54.65,47.52,42.36,8.038,1.165,71.33,75.42,26.54,,12.017,70.4,2952.6,39.61
PUMP_016,172,2025-01-27 03:00:00,0,84.84,24.11,2.792,54.02,49.58,41.24,8.124,1.16,70.31,75.2,25.88,,12.004,49.1,2958.7,39.99
PUMP_016,173,2025-01-27 04:00:00,0,84.08,24.16,2.601,54.39,50.78,42.1,7.945,1.111,68.17,72.42,25.71,,12.032,66.8,2953.2,40.04
PUMP_016,174,2025-01-27 05:00:00,0,87.9,24.44,3.341,53.43,49.5,41.6,8.045,1.159,70.74,71.66,25.82,,12.01,66.7,2952.8,40.52
PUMP_016,175,2025-01-27 06:00:00,0,84.34,24.47,2.59,55.91,49.8,41.89,7.962,1.138,67.46,73.71,25.58,,12.002,45.4,2955.1,39.82
PUMP_016,176,2025-01-27 07:00:00,0,84.82,24.62,2.674,57.14,51.21,40.72,7.855,1.169,69.21,77.06,25.16,,11.997,63.8,2955.5,39.57
PUMP_016,177,2025-01-27 08:00:00,0,83.65,25.05,2.897,58.17,52.04,42.44,8.044,1.188,69.48,73.56,26.21,,11.999,38.8,2955.2,39.5
PUMP_016,178,2025-01-27 09:00:00,0,83.69,25.37,2.995,55.44,52.13,43.34,7.867,1.148,66.2,75.32,27.23,,11.992,46.8,2951.7,39.23
PUMP_016,179,2025-01-27 10:00:00,0,82.71,25.33,2.743,54.95,52.27,43.14,7.981,1.189,65.23,75.37,26.61,,11.983,36.2,2956.1,38.54
PUMP_016,180,2025-01-27 11:00:00,0,83.15,25.6,2.396,55.17,50.83,44.03,7.723,1.155,68.65,75.5,26.85,154.9,11.987,40.6,2957.4,38.89
PUMP_016,181,2025-01-27 12:00:00,0,88.37,25.33,2.975,57.04,51.15,42.28,7.911,1.155,75.31,76.56,26.97,,11.998,39.6,2954.8,38.45
PUMP_016,182,2025-01-27 13:00:00,0,85.98,25.28,2.723,57.06,51.04,42.78,7.955,1.152,72.14,72.05,26.79,,12.012,75.7,2951.1,38.18
PUMP_016,183,2025-01-27 14:00:00,0,84.39,25.49,2.912,55.05,49.89,44.12,7.899,1.156,65.8,72.85,27.77,,12.005,42.0,2954.5,38.48
PUMP_016,184,2025-01-27 15:00:00,0,83.82,25.87,2.818,56.98,51.35,43.29,7.949,1.107,68.68,74.82,27.15,,12.003,38.1,2952.2,38.97
PUMP_016,185,2025-01-27 16:00:00,0,87.22,25.68,2.768,55.68,49.42,43.62,7.897,1.088,72.62,77.11,27.48,,12.032,67.3,2950.2,38.74
PUMP_016,186,2025-01-27 17:00:00,0,83.5,25.68,2.99,54.56,52.42,45.43,7.831,1.204,66.63,77.27,28.39,,12.025,62.9,2953.6,38.33
PUMP_016,187,2025-01-27 18:00:00,0,81.93,25.68,2.918,55.37,48.8,43.38,7.881,1.167,65.41,75.14,27.15,,11.986,62.4,2959.1,38.0
PUMP_016,188,2025-01-27 19:00:00,0,85.86,25.66,2.884,57.84,53.54,43.26,7.702,1.135,69.85,77.19,26.94,,12.011,73.4,2954.8,38.45
PUMP_016,189,2025-01-27 20:00:00,0,83.33,25.35,3.355,56.62,47.5,42.89,7.797,1.198,67.55,74.8,26.48,,11.982,63.7,2954.3,38.92
PUMP_016,190,2025-01-27 21:00:00,0,82.69,25.48,2.884,55.07,49.38,43.6,7.71,1.269,66.6,74.24,27.45,177.9,12.004,63.7,2956.8,39.05
PUMP_016,191,2025-01-27 22:00:00,0,83.03,25.16,3.089,57.0,50.54,44.87,7.926,1.093,67.31,73.5,27.76,,11.979,54.6,2956.5,39.15
PUMP_016,192,2025-01-27 23:00:00,0,85.75,25.44,3.162,56.77,51.24,44.55,7.7,1.15,68.88,75.82,27.72,,11.991,59.3,2951.3,38.62
PUMP_016,193,2025-01-28 00:00:00,0,84.81,25.78,2.768,55.49,49.52,45.41,7.475,1.177,66.48,75.62,28.35,,12.009,67.9,2959.7,38.81
PUMP_016,194,2025-01-28 01:00:00,0,83.23,25.62,2.932,54.98,51.82,44.53,7.653,1.083,65.1,78.22,27.85,,11.993,50.4,2955.5,39.13
PUMP_016,195,2025-01-28 02:00:00,0,85.85,25.3,3.221,54.56,49.1,42.28,7.474,1.086,66.86,77.61,25.88,,11.984,36.6,2957.3,39.19
PUMP_016,196,2025-01-28 03:00:00,0,83.51,25.29,3.232,53.93,47.51,44.95,7.669,1.184,64.99,76.87,28.0,,11.99,53.3,2953.5,39.27
PUMP_016,197,2025-01-28 04:00:00,0,82.06,25.16,3.075,55.27,48.48,44.57,7.649,1.142,65.08,77.05,27.28,,11.986,51.2,2950.1,38.86
PUMP_016,198,2025-01-28 05:00:00,0,82.65,25.11,3.286,55.95,49.66,44.57,7.45,1.115,63.32,76.38,27.76,,12.006,42.8,2954.7,39.33
PUMP_016,199,2025-01-28 06:00:00,0,85.04,25.13,3.38,57.87,52.7,45.75,7.371,1.075,68.34,74.11,28.72,,12.018,65.5,2952.2,38.78
PUMP_016,200,2025-01-28 07:00:00,0,83.59,24.9,3.481,57.37,52.65,44.5,7.499,1.153,63.49,75.37,28.37,232.5,11.997,69.6,2957.9,38.78
PUMP_016,201,2025-01-28 08:00:00,0,85.19,25.32,3.522,56.61,48.99,45.36,7.341,1.082,66.72,79.1,28.4,,12.015,41.8,2951.5,38.96
PUMP_016,202,2025-01-28 09:00:00,0,87.0,25.16,3.679,53.98,47.89,43.97,7.326,1.096,69.25,77.62,27.67,,11.991,55.7,2955.1,39.42
PUMP_016,203,2025-01-28 10:00:00,0,83.87,25.39,3.425,56.86,49.36,43.66,7.345,1.097,65.49,75.7,26.7,,11.998,49.0,2956.5,39.84
PUMP_016,204,2025-01-28 11:00:00,0,89.8,25.17,3.072,54.4,48.93,44.59,7.467,1.12,67.2,80.71,27.91,,12.027,59.4,2956.1,40.29
PUMP_016,205,2025-01-28 12:00:00,0,85.5,25.18,3.367,57.73,52.97,44.94,7.169,1.088,66.14,81.5,27.47,,11.997,39.0,2953.7,40.17
PUMP_016,206,2025-01-28 13:00:00,0,84.68,25.3,3.146,57.83,51.85,45.81,7.239,1.092,63.78,80.81,28.93,,12.016,75.2,2950.5,41.1
PUMP_016,207,2025-01-28 14:00:00,0,82.6,25.33,3.697,56.79,51.74,44.43,7.624,1.166,60.69,79.6,27.18,,11.989,37.7,2951.2,41.54
PUMP_016,208,2025-01-28 15:00:00,1,114.37,25.27,4.151,61.84,55.32,52.87,7.141,1.104,92.84,86.55,32.36,,12.0,70.4,2953.1,41.4
PUMP_016,209,2025-01-28 16:00:00,1,114.55,25.14,3.829,62.16,53.53,50.75,7.019,1.096,90.45,86.19,31.76,,11.987,43.4,2951.5,41.28
PUMP_016,210,2025-01-28 17:00:00,1,116.37,25.04,4.144,61.05,51.76,51.64,6.842,1.111,94.35,86.72,32.67,276.4,12.001,68.1,2954.8,41.58
PUMP_016,211,2025-01-28 18:00:00,1,113.93,24.87,4.15,60.79,52.63,51.83,6.908,1.05,93.79,87.76,32.54,,12.004,47.1,2953.1,41.4
PUMP_016,212,2025-01-28 19:00:00,1,115.78,24.96,3.976,59.31,53.78,52.19,6.734,1.105,93.48,88.11,32.19,,12.011,69.0,2951.8,40.89
PUMP_016,213,2025-01-28 20:00:00,1,115.08,25.41,4.055,60.64,54.32,52.43,6.407,1.106,91.76,87.86,32.08,,11.991,74.4,2951.4,40.92
PUMP_016,214,2025-01-28 21:00:00,1,116.75,25.5,4.184,59.87,53.04,54.16,6.658,1.046,93.24,81.35,33.37,,11.997,75.2,2951.0,40.01
PUMP_016,215,2025-01-28 22:00:00,1,116.9,25.65,3.621,59.93,54.38,51.69,6.644,1.109,94.89,89.53,32.08,,12.018,72.1,2954.9,40.15
PUMP_016,216,2025-01-28 23:00:00,1,115.6,25.92,4.056,60.35,53.45,52.62,6.682,1.093,91.51,88.03,32.56,,11.982,53.3,2953.2,40.41
PUMP_016,217,2025-01-29 00:00:00,1,116.38,25.81,4.157,58.82,51.74,52.37,6.714,1.092,91.77,85.44,32.03,,11.963,53.4,2955.1,40.3
PUMP_016,218,2025-01-29 01:00:00,1,117.02,25.36,3.684,62.71,52.41,53.43,6.839,1.147,91.41,88.45,33.61,,11.99,76.0,2954.8,40.76
PUMP_016,219,2025-01-29 02:00:00,1,115.97,25.36,4.545,61.79,56.07,53.06,6.601,1.083,90.27,88.86,33.39,,12.009,73.3,2954.5,41.1
PUMP_016,220,2025-01-29 03:00:00,1,115.5,25.57,4.365,63.09,54.86,52.96,6.438,1.04,92.47,85.7,33.56,348.0,12.001,55.9,2956.6,40.7
PUMP_016,221,2025-01-29 04:00:00,1,115.74,26.08,4.392,62.69,54.07,51.53,6.516,1.08,90.27,87.59,31.27,,11.986,52.1,2951.3,40.71
PUMP_016,222,2025-01-29 05:00:00,1,117.9,25.83,4.244,62.37,54.38,52.58,6.597,1.074,93.75,86.98,32.25,,12.001,39.1,2956.6,40.51
PUMP_016,223,2025-01-29 06:00:00,1,115.2,26.11,3.93,62.82,57.08,52.22,6.47,1.027,91.12,87.44,32.45,,11.994,50.5,2956.0,40.38
PUMP_016,224,2025-01-29 07:00:00,1,116.31,26.17,3.876,62.06,55.83,52.81,6.351,0.988,89.39,90.44,32.71,,11.977,55.3,2954.5,40.84
PUMP_016,225,2025-01-29 08:00:00,1,113.78,26.07,4.194,63.63,54.82,52.58,6.495,1.065,87.04,88.52,32.39,,11.995,70.7,2953.0,41.09
PUMP_016,226,2025-01-29 09:00:00,1,117.7,25.81,4.419,61.34,54.58,52.97,6.25,1.103,92.69,90.04,32.47,,12.011,48.9,2955.1,40.8
PUMP_016,227,2025-01-29 10:00:00,1,115.81,25.67,4.406,62.05,56.17,53.18,6.255,1.102,89.98,91.43,32.54,,11.996,48.0,2956.1,40.89
PUMP_016,228,2025-01-29 11:00:00,0,84.38,25.81,4.425,57.79,52.08,47.31,6.793,1.103,59.7,82.55,30.17,,11.977,36.1,2951.5,40.59
PUMP_016,229,2025-01-29 12:00:00,0,84.87,26.12,3.946,60.85,53.73,47.52,6.608,1.153,60.95,84.97,28.92,,12.026,36.7,2956.5,40.39
PUMP_016,230,2025-01-29 13:00:00,0,84.61,25.43,3.96,57.48,48.23,47.07,6.634,1.095,61.35,86.24,28.59,457.8,11.985,69.7,2959.3,41.01
PUMP_016,231,2025-01-29 14:00:00,0,85.01,25.56,4.079,60.05,54.9,48.05,6.652,1.078,59.81,85.56,29.34,,12.006,42.1,2954.8,42.03
PUMP_016,232,2025-01-29 15:00:00,0,85.38,25.42,3.815,56.68,49.3,47.33,6.614,1.092,59.07,85.36,29.45,,12.013,76.6,2958.3,42.74
PUMP_016,233,2025-01-29 16:00:00,0,84.65,25.3,4.507,58.66,49.32,47.72,6.463,1.053,59.24,86.06,29.5,,12.006,37.6,2956.2,42.85
PUMP_016,234,2025-01-29 17:00:00,0,82.14,25.4,4.097,58.37,49.23,48.34,6.6,1.029,55.16,85.47,30.15,,11.997,69.7,2955.7,42.92
PUMP_016,235,2025-01-29 18:00:00,0,88.19,25.88,4.25,57.36,50.0,46.18,6.407,1.039,62.13,86.53,28.39,,11.973,39.9,2953.2,43.33
PUMP_016,236,2025-01-29 19:00:00,0,85.48,25.7,4.418,57.9,52.36,50.87,6.71,1.057,59.1,83.14,31.56,,12.018,62.3,2954.1,43.37
PUMP_016,237,2025-01-29 20:00:00,0,85.49,25.68,4.055,59.49,54.41,49.22,6.412,1.109,57.55,85.36,30.56,,11.983,67.5,2952.5,42.8
PUMP_016,238,2025-01-29 21:00:00,0,84.91,25.29,4.341,58.48,52.53,49.16,6.511,1.014,57.42,86.45,31.12,,12.015,44.7,2957.4,43.53
PUMP_016,239,2025-01-29 22:00:00,0,86.63,25.4,4.298,57.75,54.14,48.53,6.495,1.031,58.92,85.87,30.82,,12.017,59.1,2953.1,43.05
PUMP_017,1,2024-05-04 00:00:00,1,117.59,24.01,1.817,54.8,51.16,44.49,8.752,1.196,109.15,71.99,27.78,,12.005,70.0,2958.5,37.13
PUMP_017,2,2024-05-04 01:00:00,1,112.17,24.09,2.07,54.8,51.63,44.1,8.914,1.236,106.36,71.99,27.61,,12.016,77.7,2955.8,37.42
PUMP_017,3,2024-05-04 02:00:00,1,114.32,23.84,1.777,56.8,50.45,42.48,9.047,1.254,109.95,72.02,26.54,,11.998,70.0,2951.9,37.68
PUMP_017,4,2024-05-04 03:00:00,1,114.39,23.73,2.204,56.65,49.57,44.93,8.988,1.263,110.6,70.7,27.86,,11.988,47.5,2956.0,38.06
PUMP_017,5,2024-05-04 04:00:00,1,115.31,23.64,2.157,58.39,52.62,43.78,8.816,1.235,109.02,72.93,27.43,,11.975,68.8,2958.3,38.15
PUMP_017,6,2024-05-04 05:00:00,1,113.44,23.45,2.586,56.03,48.42,44.31,8.863,1.288,107.08,72.21,27.61,,12.012,62.1,2953.2,37.81
PUMP_017,7,2024-05-04 06:00:00,1,117.04,23.31,2.036,56.2,54.36,44.94,8.843,1.222,107.92,66.86,27.81,,11.985,56.1,2958.4,37.31
PUMP_017,8,2024-05-04 07:00:00,1,115.29,23.53,2.339,55.95,48.82,43.89,8.728,1.181,110.48,72.53,27.25,,12.038,62.3,2955.6,37.54
PUMP_017,9,2024-05-04 08:00:00,1,114.97,23.87,1.581,54.74,50.11,42.28,8.675,1.211,104.35,69.57,26.08,,11.983,53.9,2955.5,37.82
PUMP_017,10,2024-05-04 09:00:00,1,113.83,23.79,2.139,56.77,50.66,45.58,8.832,1.268,108.91,71.44,28.02,17.7,12.015,62.2,2958.0,37.37
PUMP_017,11,2024-05-04 10:00:00,1,115.99,23.62,1.884,55.78,48.88,42.01,8.786,1.184,109.07,67.99,26.35,,12.019,66.7,2955.5,36.87
PUMP_017,12,2024-05-04 11:00:00,1,117.52,23.6,2.25,54.14,47.79,43.7,8.909,1.13,106.57,69.95,26.64,,11.98,35.6,2956.0,36.87
PUMP_017,13,2024-05-04 12:00:00,1,119.85,23.62,2.391,57.45,53.03,45.17,8.49,1.238,113.2,70.35,28.33,,11.993,61.5,2955.2,36.92
PUMP_017,14,2024-05-04 13:00:00,1,113.31,23.79,1.954,55.26,50.47,43.37,8.777,1.202,106.26,71.97,26.85,,11.997,41.6,2950.6,37.3
PUMP_017,15,2024-05-04 14:00:00,1,114.75,23.69,2.24,56.44,49.64,43.43,8.957,1.31,107.15,69.95,26.95,,12.052,49.5,2956.0,37.56
PUMP_017,16,2024-05-04 15:00:00,1,111.57,23.56,2.017,56.49,49.88,43.81,8.875,1.231,104.44,67.11,27.15,,11.996,54.1,2955.6,37.53
PUMP_017,17,2024-05-04 16:00:00,1,116.22,24.17,2.119,56.29,49.37,43.84,8.672,1.269,109.22,70.13,27.44,,11.983,76.8,2954.0,37.94
PUMP_017,18,2024-05-04 17:00:00,1,112.54,23.85,2.212,54.72,50.89,43.23,8.629,1.2,105.75,70.33,27.46,,12.007,49.0,2948.6,37.8
PUMP_017,19,2024-05-04 18:00:00,1,115.5,24.07,1.859,57.84,52.98,43.43,8.794,1.244,106.2,72.15,27.71,,11.984,70.2,2956.6,37.68
PUMP_017,20,2024-05-04 19:00:00,1,117.22,24.44,1.863,55.08,50.6,44.97,8.902,1.235,110.83,71.28,28.35,24.9,11.999,49.5,2952.8,38.02
PUMP_017,21,2024-05-04 20:00:00,1,114.26,24.38,2.331,52.84,48.73,43.53,8.867,1.275,106.79,69.64,27.08,,11.993,44.9,2952.2,38.4
PUMP_017,22,2024-05-04 21:00:00,1,113.32,24.49,1.948,57.15,52.08,44.46,8.814,1.227,109.06,71.52,27.94,,12.008,53.7,2951.9,38.8
PUMP_017,23,2024-05-04 22:00:00,1,117.37,24.07,2.44,57.11,48.65,43.19,8.883,1.199,111.7,74.33,26.03,,11.992,38.9,2950.1,38.72
